EventID,DonationID,DonorID,MunicipalityID,GiftID,DonationAmountYen,DonatedAt,PaymentMethod,WorkshopRunId,ParticipantAlias,SourceFile,PublishedAtUtc
EVT-FRS-011172,6011172,2008619,032093,3004659,10000,2026-08-01T00:02:47Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012284,6012284,2003469,272132,3005617,10000,2026-08-01T00:05:34Z,コンビニ決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012956,6012956,2004514,232289,3004774,10000,2026-08-01T00:08:15Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-011675,6011675,2000587,222089,3001824,25000,2026-08-01T00:08:36Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-003385,6003385,2001110,072133,3005681,25000,2026-08-01T00:09:03Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-008496,6008496,2008241,452025,3002265,10000,2026-08-01T00:09:17Z,銀行振込,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-006216,6006216,2004956,122271,3002360,5000,2026-08-01T00:09:54Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012929,6012929,2003600,342076,3003045,10000,2026-08-01T00:10:16Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013164,6013164,2004222,382108,3003125,10000,2026-08-01T00:10:45Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013721,6013721,2007689,232351,3001145,40000,2026-08-01T00:12:39Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-014802,6014802,2002107,122084,3003129,10000,2026-08-01T00:14:01Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-003125,6003125,2005345,082082,3005852,5000,2026-08-01T00:16:24Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-014549,6014549,2003586,462233,3001459,10000,2026-08-01T00:20:10Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012421,6012421,2008865,012238,3001524,12000,2026-08-01T00:21:35Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-007245,6007245,2002076,092151,3003926,10000,2026-08-01T00:33:22Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-007668,6007668,2008527,132195,3002231,10000,2026-08-01T00:36:13Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-007005,6007005,2007463,434329,3001727,15000,2026-08-01T00:37:32Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-006885,6006885,2002285,452025,3005996,20000,2026-08-01T00:39:44Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012661,6012661,2011956,232114,3004234,25000,2026-08-01T00:42:31Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-004700,6004700,2004124,432113,3002983,10000,2026-08-01T00:42:41Z,銀行振込,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-005401,6005401,2004812,182109,3002995,10000,2026-08-01T00:44:35Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-008025,6008025,2006628,302015,3004318,15000,2026-08-01T00:46:51Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-007669,6007669,2006884,464686,3002859,30000,2026-08-01T00:47:15Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-009416,6009416,2007563,222216,3001310,10000,2026-08-01T00:48:18Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-004791,6004791,2003746,112348,3001747,20000,2026-08-01T00:51:11Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-007847,6007847,2009180,412015,3003778,20000,2026-08-01T00:56:46Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-008690,6008690,2008182,172014,3002253,5000,2026-08-01T00:59:04Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-006161,6006161,2009235,082287,3000284,15000,2026-08-01T01:02:53Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-010160,6010160,2005077,112305,3003207,25000,2026-08-01T01:05:53Z,銀行振込,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-007642,6007642,2006229,072125,3000216,12000,2026-08-01T01:08:02Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-010391,6010391,2003127,282065,3003642,8000,2026-08-01T01:10:45Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012818,6012818,2006361,262102,3000012,15000,2026-08-01T01:14:06Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-008090,6008090,2007951,012068,3000911,10000,2026-08-01T01:15:15Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-003160,6003160,2009135,292010,3001952,5000,2026-08-01T01:20:30Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-006732,6006732,2000859,422053,3002232,10000,2026-08-01T01:21:13Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013986,6013986,2002359,222208,3004389,20000,2026-08-01T01:21:55Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-004884,6004884,2011944,132021,3004346,15000,2026-08-01T01:25:00Z,コンビニ決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013622,6013622,2008754,422134,3000109,10000,2026-08-01T01:34:31Z,コンビニ決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-000208,6000208,2009198,062120,3000130,10000,2026-08-01T01:41:04Z,銀行振込,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-010079,6010079,2009956,432148,3000945,5000,2026-08-01T01:45:49Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-002938,6002938,2006905,032115,3003785,15000,2026-08-01T01:47:46Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012602,6012602,2006082,282146,3000279,20000,2026-08-01T01:49:06Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-010421,6010421,2000874,102113,3005350,5000,2026-08-01T01:50:19Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013483,6013483,2004742,342149,3004007,10000,2026-08-01T01:51:32Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-001421,6001421,2006553,222143,3004509,20000,2026-08-01T01:52:10Z,コンビニ決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-002554,6002554,2006326,352128,3001358,25000,2026-08-01T01:52:50Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-006808,6006808,2006165,272086,3002349,15000,2026-08-01T02:00:07Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-001043,6001043,2010769,092096,3004732,25000,2026-08-01T02:02:15Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-009084,6009084,2003425,062103,3000834,15000,2026-08-01T02:03:14Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013610,6013610,2010348,452041,3004484,15000,2026-08-01T02:04:55Z,電子決済,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012993,6012993,2004256,112402,3000437,12000,2026-08-01T02:19:42Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-000093,6000093,2004650,442119,3004655,5000,2026-08-01T02:19:52Z,銀行振込,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-013108,6013108,2006528,232343,3003557,25000,2026-08-01T02:21:37Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-009971,6009971,2011499,133817,3005769,5000,2026-08-01T02:23:49Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
EVT-FRS-012890,6012890,2002654,442020,3005660,25000,2026-08-01T02:36:16Z,クレジットカード,increment-run-001,workshop-participant,donation_events_001.csv,2026-08-11T11:59:30Z
